,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
22672,37,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,239,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35924,29,admin.,married,university.degree,no,no,no,cellular,may,mon,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
11085,39,management,single,university.degree,no,yes,no,telephone,jun,thu,160,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40668,80,retired,divorced,basic.4y,no,yes,no,telephone,sep,thu,378,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
25872,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,780,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
19934,30,technician,single,professional.course,no,no,no,cellular,aug,fri,153,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
14094,32,admin.,single,university.degree,no,no,no,cellular,jul,mon,79,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33242,36,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,360,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
22814,30,technician,single,high.school,no,yes,no,telephone,aug,mon,176,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37181,63,retired,married,basic.4y,no,no,no,cellular,aug,thu,87,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
33024,44,technician,married,professional.course,no,no,no,cellular,may,mon,72,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
371,37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37916,60,unemployed,married,basic.6y,no,yes,no,cellular,sep,thu,95,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,no
26352,46,management,married,unknown,no,yes,no,cellular,nov,thu,121,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
907,31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
21031,30,technician,single,professional.course,no,yes,yes,cellular,aug,thu,94,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3322,39,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,122,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
26911,43,blue-collar,married,unknown,unknown,yes,no,cellular,nov,thu,355,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
13865,34,technician,married,professional.course,unknown,no,yes,cellular,jul,fri,431,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22742,41,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,115,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20778,36,admin.,unknown,university.degree,no,no,no,cellular,aug,wed,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31420,28,admin.,single,high.school,no,yes,yes,cellular,may,wed,253,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
20165,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,317,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37292,35,admin.,married,high.school,no,no,no,cellular,aug,mon,155,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,no
26102,56,management,married,university.degree,no,yes,no,cellular,nov,wed,130,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
34272,22,student,single,high.school,no,yes,no,telephone,may,thu,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
21590,54,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,434,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26013,38,admin.,married,university.degree,no,yes,no,cellular,nov,wed,223,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
5496,46,blue-collar,married,unknown,no,yes,no,telephone,may,mon,299,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
8956,48,management,married,university.degree,no,no,yes,telephone,jun,thu,94,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29375,31,student,single,high.school,no,yes,no,cellular,apr,fri,756,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36025,55,housemaid,married,professional.course,no,yes,no,telephone,may,tue,137,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
26190,39,services,married,professional.course,no,no,no,cellular,nov,thu,161,7,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
27618,37,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,56,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
7108,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,277,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35520,44,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,28,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
16230,35,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,105,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5150,46,admin.,married,university.degree,no,yes,no,telephone,may,fri,28,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
21761,58,admin.,married,university.degree,unknown,yes,yes,cellular,aug,tue,103,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6667,55,admin.,married,basic.9y,no,no,no,telephone,may,wed,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
12906,54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,141,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
4958,43,services,married,high.school,unknown,unknown,unknown,telephone,may,wed,54,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
13829,35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,393,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25440,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,180,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
37484,34,housemaid,married,university.degree,no,no,yes,cellular,aug,thu,1152,2,6,1,success,-2.9,92.201,-31.4,0.873,5076.2,no
27659,50,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72,3,1,2,success,-0.1,93.2,-42,4.021,5195.8,no
37473,88,retired,divorced,basic.4y,no,yes,no,cellular,aug,thu,402,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
20641,52,admin.,married,high.school,no,no,no,cellular,aug,wed,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31853,43,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,352,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
30623,37,technician,single,professional.course,no,yes,no,cellular,may,mon,78,4,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
21699,29,technician,single,university.degree,no,yes,no,cellular,aug,tue,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3801,28,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
10599,57,retired,single,professional.course,no,no,yes,telephone,jun,tue,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32576,43,services,divorced,professional.course,no,no,no,cellular,may,mon,108,6,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
9596,31,admin.,single,university.degree,no,no,no,telephone,jun,mon,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
33936,48,services,married,high.school,no,yes,yes,cellular,may,wed,154,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33250,36,admin.,single,university.degree,no,no,no,telephone,may,tue,168,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
7072,42,services,married,basic.6y,no,yes,no,telephone,may,thu,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
8668,26,admin.,married,high.school,no,no,no,telephone,jun,wed,606,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36913,32,technician,single,professional.course,no,no,no,cellular,jun,mon,524,1,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
12526,39,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,mon,51,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
10351,40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
4053,28,self-employed,married,professional.course,no,no,no,telephone,may,mon,258,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
30885,43,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,217,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
21332,49,unknown,married,high.school,unknown,no,no,cellular,aug,mon,192,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28001,32,technician,married,professional.course,no,yes,no,cellular,apr,wed,625,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,no
20424,39,admin.,married,high.school,no,yes,no,cellular,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8003,42,services,married,high.school,no,no,no,telephone,jun,mon,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
24386,42,admin.,married,unknown,no,no,no,cellular,nov,mon,55,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
5470,38,technician,married,professional.course,no,yes,yes,telephone,may,fri,456,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
3242,50,management,married,university.degree,unknown,no,no,telephone,may,thu,587,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
21116,54,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,180,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
4101,35,blue-collar,divorced,basic.9y,no,yes,yes,telephone,may,mon,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
36057,31,technician,single,university.degree,no,yes,yes,cellular,may,tue,69,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
6149,52,management,divorced,university.degree,no,no,no,telephone,may,tue,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38168,32,admin.,married,university.degree,no,yes,no,cellular,oct,thu,177,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,no
24092,33,technician,single,professional.course,no,yes,no,telephone,nov,mon,4918,1,999,0,nonexistent,-0.1,93.2,-42,4.406,5195.8,no
12724,38,technician,married,professional.course,no,yes,no,cellular,jul,mon,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36273,33,services,single,high.school,no,no,no,cellular,jun,mon,144,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,no
6220,33,admin.,married,basic.9y,no,yes,no,telephone,may,tue,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
21903,43,management,married,university.degree,no,yes,no,cellular,aug,wed,535,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
8155,46,unemployed,married,basic.6y,unknown,yes,no,telephone,jun,tue,179,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
40650,39,entrepreneur,married,university.degree,no,yes,no,cellular,sep,tue,120,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,no
2096,40,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,63,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6563,29,admin.,single,university.degree,no,yes,no,telephone,may,wed,713,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32369,40,services,married,high.school,no,yes,no,cellular,may,fri,151,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
39423,71,retired,married,professional.course,no,yes,no,cellular,apr,thu,236,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,no
33254,54,management,divorced,professional.course,no,yes,no,cellular,may,tue,121,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
37008,30,admin.,single,university.degree,no,no,yes,cellular,jul,mon,207,2,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,no
27793,18,student,single,high.school,no,yes,yes,cellular,mar,tue,103,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,no
13643,27,technician,married,professional.course,no,yes,no,telephone,jul,thu,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33468,38,admin.,single,high.school,no,yes,no,cellular,may,tue,324,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
32590,29,admin.,single,high.school,no,yes,no,telephone,may,mon,26,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
32772,37,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,214,8,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
426,49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32388,36,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,fri,68,5,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
19920,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,fri,362,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6662,39,admin.,single,high.school,no,yes,no,telephone,may,wed,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33491,53,technician,married,professional.course,no,no,no,cellular,may,tue,350,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
23109,33,management,married,university.degree,no,no,no,cellular,aug,tue,85,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
26714,36,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,219,7,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
33944,32,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,179,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34642,40,services,divorced,high.school,no,no,yes,cellular,may,thu,632,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17066,47,technician,divorced,professional.course,no,no,yes,cellular,jul,fri,43,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15422,57,retired,single,university.degree,no,yes,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40160,28,self-employed,single,university.degree,no,no,no,cellular,jul,thu,178,1,999,2,failure,-1.7,94.215,-40.3,0.846,4991.6,no
24654,34,management,divorced,university.degree,no,no,no,cellular,nov,mon,212,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
39748,40,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,thu,57,1,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,no
35491,32,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,333,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
21001,58,technician,married,high.school,no,yes,no,cellular,aug,thu,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
13853,24,student,single,basic.4y,no,yes,yes,telephone,jul,fri,57,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9049,29,blue-collar,married,high.school,no,no,no,telephone,jun,thu,718,13,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
238,48,admin.,married,high.school,no,no,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
10641,32,technician,married,professional.course,no,yes,no,telephone,jun,tue,229,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
37036,26,student,single,high.school,no,yes,no,cellular,jul,tue,432,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,no
26572,29,management,married,university.degree,no,yes,no,cellular,nov,thu,120,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
24674,37,management,married,high.school,no,yes,no,telephone,nov,mon,188,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
5580,49,technician,married,professional.course,no,yes,no,telephone,may,mon,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29063,42,admin.,single,university.degree,no,no,no,telephone,apr,fri,82,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
19854,29,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
25549,36,admin.,single,university.degree,no,yes,no,telephone,nov,wed,72,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
2215,36,services,married,high.school,unknown,yes,no,telephone,may,mon,395,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
16826,53,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,302,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25879,33,management,married,university.degree,no,yes,yes,cellular,nov,wed,138,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
29204,44,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,1034,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
330,36,admin.,married,high.school,no,no,no,telephone,may,mon,669,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
20645,36,admin.,single,university.degree,no,no,no,cellular,aug,wed,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17259,51,entrepreneur,married,basic.6y,unknown,yes,no,cellular,jul,fri,92,15,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13633,34,technician,married,high.school,no,yes,yes,cellular,jul,thu,815,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
13655,40,retired,divorced,basic.4y,no,no,no,cellular,jul,thu,123,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37105,34,admin.,married,university.degree,no,no,yes,cellular,jul,tue,51,4,999,1,failure,-2.9,92.469,-33.6,0.908,5076.2,no
39919,40,blue-collar,married,basic.9y,no,yes,no,cellular,jun,wed,133,3,3,2,success,-1.7,94.055,-39.8,0.739,4991.6,no
1592,39,services,single,high.school,no,no,no,telephone,may,fri,346,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33407,39,blue-collar,single,basic.6y,no,yes,no,cellular,may,tue,357,1,999,2,failure,-1.8,92.893,-46.2,1.291,5099.1,no
18968,60,retired,married,university.degree,unknown,yes,no,cellular,aug,mon,368,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
2369,32,unknown,married,basic.6y,unknown,no,no,telephone,may,tue,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
14732,33,admin.,single,unknown,no,no,yes,cellular,jul,wed,186,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
27011,57,admin.,divorced,university.degree,unknown,yes,no,cellular,nov,fri,6,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
1646,41,admin.,single,university.degree,no,no,no,telephone,may,fri,45,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33715,53,retired,divorced,university.degree,no,yes,no,cellular,may,wed,172,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
35111,23,technician,single,professional.course,no,unknown,unknown,cellular,may,fri,14,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
32397,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,264,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
8447,42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,599,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27309,37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,124,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
15819,31,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,mon,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32485,45,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,1954,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2147,51,technician,married,professional.course,no,yes,yes,telephone,may,mon,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26504,31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,86,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
14534,37,services,married,high.school,no,no,yes,cellular,jul,tue,126,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
15874,29,admin.,single,high.school,no,yes,no,cellular,jul,mon,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
3828,41,blue-collar,married,high.school,no,yes,no,telephone,may,fri,293,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
4937,31,technician,married,high.school,no,yes,no,telephone,may,wed,69,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
4420,41,housemaid,married,basic.9y,unknown,yes,no,telephone,may,tue,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
25512,44,entrepreneur,married,high.school,no,no,no,cellular,nov,wed,289,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
14373,32,technician,married,professional.course,no,yes,yes,cellular,jul,mon,330,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27334,40,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,fri,58,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
19732,56,admin.,married,basic.4y,no,no,no,cellular,aug,thu,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
20575,56,blue-collar,married,unknown,no,yes,no,cellular,aug,tue,178,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
11043,31,services,single,high.school,no,no,no,telephone,jun,wed,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
3756,31,technician,married,university.degree,no,no,no,telephone,may,fri,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
4615,46,services,married,professional.course,no,yes,no,telephone,may,tue,273,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
4068,37,housemaid,married,high.school,no,yes,yes,telephone,may,mon,723,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
7564,42,technician,married,professional.course,unknown,yes,no,telephone,may,fri,185,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
37238,73,retired,married,basic.9y,no,no,no,cellular,aug,fri,239,1,15,1,success,-2.9,92.201,-31.4,0.881,5076.2,no
28569,44,technician,married,professional.course,no,yes,no,cellular,apr,wed,56,1,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
15039,45,services,married,basic.9y,no,no,no,cellular,jul,thu,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
30104,85,retired,married,basic.4y,no,no,no,cellular,apr,mon,81,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
18823,48,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,mon,148,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
10407,34,technician,divorced,professional.course,no,no,no,telephone,jun,mon,442,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
6223,36,services,married,high.school,unknown,no,no,telephone,may,tue,318,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5613,45,services,divorced,high.school,unknown,no,no,telephone,may,mon,166,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
12220,40,admin.,divorced,professional.course,unknown,no,no,telephone,jul,thu,343,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
28984,38,technician,single,university.degree,no,yes,no,cellular,apr,fri,31,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
14204,27,technician,married,professional.course,no,yes,no,cellular,jul,mon,634,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12127,28,self-employed,single,university.degree,no,yes,no,telephone,jun,mon,73,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
30522,55,technician,married,basic.9y,unknown,no,no,cellular,may,mon,180,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
2340,45,services,married,basic.9y,no,no,no,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29873,38,services,married,high.school,no,yes,no,cellular,apr,mon,22,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
20275,30,blue-collar,married,high.school,unknown,yes,no,cellular,aug,mon,148,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18737,58,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,306,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
19861,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,151,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
17451,46,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,59,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21244,35,housemaid,single,professional.course,no,yes,yes,cellular,aug,mon,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
13777,34,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,thu,412,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28377,24,admin.,single,professional.course,no,yes,no,cellular,apr,thu,125,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
8044,44,blue-collar,divorced,unknown,no,no,yes,telephone,jun,mon,73,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
3363,36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,294,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
34224,45,services,married,high.school,unknown,yes,no,cellular,may,wed,25,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
18678,39,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,67,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
13023,26,blue-collar,single,professional.course,unknown,unknown,unknown,cellular,jul,tue,392,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30852,39,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,231,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
8625,32,services,married,high.school,unknown,yes,no,telephone,jun,wed,833,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31114,37,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,438,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
6062,37,blue-collar,single,professional.course,no,yes,no,telephone,may,tue,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
5877,35,technician,married,professional.course,no,no,no,telephone,may,mon,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
20132,57,technician,single,high.school,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7239,38,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,211,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
