"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"39033",81,"retired","divorced","basic.4y","no","yes","no","cellular","dec","fri",166,3,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
"38484",55,"unemployed","married","basic.9y","no","no","no","cellular","oct","tue",131,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes"
"15664",27,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",1105,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
"18332",38,"admin.","married","unknown","no","yes","no","cellular","jul","wed",481,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"36480",33,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",313,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"10403",39,"management","married","university.degree","no","no","no","telephone","jun","mon",721,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"yes"
"32646",32,"admin.","married","high.school","no","yes","no","cellular","may","mon",689,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes"
"39196",38,"technician","single","high.school","no","yes","no","cellular","mar","fri",292,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
"17608",49,"blue-collar","divorced","basic.6y","unknown","no","no","cellular","jul","mon",1065,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"40560",24,"student","single","unknown","no","yes","no","cellular","sep","wed",300,1,5,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29986",47,"housemaid","single","professional.course","no","yes","no","cellular","apr","tue",100,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"13552",35,"admin.","single","university.degree","unknown","no","no","cellular","jul","thu",863,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"11709",55,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","fri",585,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
"38073",59,"retired","married","basic.4y","no","yes","no","cellular","sep","tue",458,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.77,5017.5,"yes"
"40543",30,"admin.","single","university.degree","no","no","no","cellular","aug","tue",343,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.886,4991.6,"yes"
"15797",43,"services","married","high.school","no","yes","yes","cellular","jul","mon",1212,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
"37872",38,"technician","married","professional.course","no","unknown","unknown","telephone","aug","mon",473,2,9,1,"success",-2.9,92.201,-31.4,0.821,5076.2,"yes"
"18261",43,"admin.","divorced","high.school","no","no","no","cellular","jul","wed",764,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"38752",72,"retired","divorced","basic.6y","no","yes","no","cellular","nov","wed",244,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"31259",29,"blue-collar","married","basic.9y","no","no","yes","cellular","may","wed",837,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes"
"38423",54,"unemployed","married","basic.9y","no","yes","no","cellular","oct","wed",200,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,"yes"
"38709",28,"admin.","married","high.school","no","no","no","cellular","nov","tue",406,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"5057",58,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",628,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
"33508",32,"services","married","high.school","no","no","no","cellular","may","tue",863,4,1,2,"success",-1.8,92.893,-46.2,1.291,5099.1,"yes"
"35524",44,"services","divorced","high.school","no","no","no","cellular","may","mon",903,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
"37127",47,"admin.","divorced","university.degree","no","yes","yes","cellular","aug","tue",185,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"yes"
"36989",48,"admin.","divorced","university.degree","no","yes","no","cellular","jul","fri",409,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"yes"
"10937",24,"blue-collar","single","basic.4y","no","no","no","telephone","jun","wed",537,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
"13738",32,"unknown","single","professional.course","no","no","no","cellular","jul","thu",2029,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"23020",33,"technician","married","professional.course","unknown","yes","no","cellular","aug","tue",731,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"3204",38,"services","single","high.school","unknown","no","yes","telephone","may","thu",1257,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
"39845",36,"management","divorced","university.degree","no","yes","no","cellular","jun","mon",422,1,3,4,"success",-1.7,94.055,-39.8,0.72,4991.6,"yes"
"38811",80,"retired","divorced","unknown","no","yes","yes","cellular","nov","fri",186,2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"16032",33,"blue-collar","married","basic.6y","no","no","no","cellular","jul","tue",1077,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
"14756",24,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","wed",349,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
"33940",44,"technician","single","high.school","unknown","no","no","cellular","may","wed",394,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
"40441",58,"technician","married","basic.9y","no","yes","no","cellular","aug","mon",324,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
"40869",26,"technician","single","university.degree","no","no","no","cellular","oct","wed",649,1,999,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,"yes"
"16686",27,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","wed",1309,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"23505",30,"technician","single","university.degree","no","yes","no","cellular","aug","thu",979,3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"yes"
"40102",27,"admin.","single","university.degree","unknown","no","yes","cellular","jul","mon",537,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"yes"
"39319",39,"admin.","divorced","professional.course","no","no","no","cellular","mar","thu",593,4,999,1,"failure",-1.8,93.369,-34.8,0.643,5008.7,"yes"
"36491",37,"self-employed","married","professional.course","no","no","no","cellular","jun","wed",321,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"40739",39,"entrepreneur","married","professional.course","no","no","no","telephone","sep","wed",511,3,6,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"yes"
"40071",58,"admin.","married","high.school","no","yes","yes","cellular","jul","thu",414,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"yes"
"9205",35,"management","single","unknown","no","no","no","telephone","jun","fri",712,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes"
"30196",31,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",383,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"18603",22,"unemployed","single","high.school","no","yes","no","cellular","jul","thu",361,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes"
"30002",53,"admin.","married","university.degree","no","yes","no","cellular","apr","tue",158,2,6,1,"success",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"37283",65,"retired","married","basic.6y","no","no","no","cellular","aug","mon",161,2,999,1,"failure",-2.9,92.201,-31.4,0.884,5076.2,"yes"
"38243",36,"admin.","married","university.degree","no","yes","yes","cellular","oct","mon",78,1,999,1,"failure",-3.4,92.431,-26.9,0.743,5017.5,"yes"
"40742",23,"student","single","professional.course","no","no","no","cellular","sep","wed",213,2,15,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"yes"
"3678",26,"admin.","single","high.school","no","no","no","telephone","may","fri",619,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
"22339",49,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","thu",1877,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"40299",31,"technician","single","university.degree","no","yes","no","telephone","jul","thu",426,1,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,"yes"
"6019",34,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",740,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
"38719",52,"admin.","divorced","university.degree","no","yes","no","cellular","nov","tue",89,1,3,2,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"30462",39,"admin.","married","high.school","no","no","no","cellular","may","mon",597,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
"40793",28,"blue-collar","single","university.degree","no","unknown","unknown","cellular","sep","thu",744,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes"
"37113",44,"admin.","divorced","high.school","no","no","no","cellular","jul","tue",573,5,999,0,"nonexistent",-2.9,92.469,-33.6,0.908,5076.2,"yes"
"7138",37,"admin.","married","university.degree","no","yes","no","telephone","may","thu",1059,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
"36660",30,"admin.","single","university.degree","no","no","no","cellular","jun","fri",275,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
"20259",30,"technician","single","university.degree","no","yes","no","cellular","aug","mon",720,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"16393",31,"blue-collar","single","high.school","no","yes","yes","cellular","jul","wed",870,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"10159",59,"entrepreneur","divorced","high.school","unknown","yes","no","telephone","jun","thu",1268,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes"
"3184",45,"admin.","married","high.school","no","yes","no","telephone","may","thu",695,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
"25732",29,"management","single","university.degree","no","no","no","cellular","nov","wed",802,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"39012",86,"retired","married","professional.course","no","no","no","telephone","dec","wed",343,2,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
"27161",46,"technician","divorced","university.degree","no","yes","no","cellular","nov","fri",796,5,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes"
"39442",63,"technician","married","high.school","no","no","no","cellular","apr","mon",176,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes"
"40639",85,"retired","married","basic.4y","no","no","no","cellular","sep","tue",728,1,3,2,"success",-1.1,94.199,-37.5,0.881,4963.6,"yes"
"40689",24,"technician","single","professional.course","no","yes","no","cellular","sep","fri",1042,5,999,3,"failure",-1.1,94.199,-37.5,0.878,4963.6,"yes"
"38845",67,"retired","married","basic.4y","no","no","no","telephone","nov","mon",167,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"41058",30,"management","married","university.degree","no","no","yes","cellular","oct","wed",255,1,6,1,"success",-1.1,94.601,-49.5,1.043,4963.6,"yes"
"27826",26,"management","single","university.degree","no","no","no","cellular","mar","thu",139,1,999,0,"nonexistent",-1.8,92.843,-50,1.65,5099.1,"yes"
"21762",51,"blue-collar","married","basic.4y","no","unknown","unknown","telephone","aug","tue",480,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"40346",27,"admin.","single","university.degree","no","no","no","cellular","aug","tue",249,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29521",40,"admin.","single","high.school","no","yes","no","cellular","apr","mon",133,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"35441",57,"services","married","high.school","no","yes","yes","cellular","may","mon",473,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
"29973",56,"self-employed","married","university.degree","no","no","no","cellular","apr","tue",110,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"36339",32,"admin.","single","high.school","no","yes","no","cellular","jun","tue",350,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
"22612",53,"self-employed","married","basic.9y","no","yes","yes","cellular","aug","fri",1241,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
"40386",30,"blue-collar","single","professional.course","no","no","no","cellular","aug","wed",293,1,9,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"yes"
"39145",66,"retired","married","professional.course","no","no","no","cellular","mar","tue",177,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
"38557",72,"retired","married","basic.6y","no","yes","yes","cellular","oct","thu",189,3,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes"
"24033",39,"technician","married","professional.course","no","no","no","telephone","oct","thu",171,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.921,5195.8,"yes"
"20543",46,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","tue",978,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
"40310",37,"management","married","university.degree","no","yes","no","cellular","jul","fri",292,1,6,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"yes"
"37567",55,"retired","married","basic.4y","no","yes","no","cellular","aug","fri",137,1,3,1,"success",-2.9,92.201,-31.4,0.869,5076.2,"yes"
"11530",29,"technician","single","university.degree","no","yes","yes","telephone","jun","fri",1149,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
"84",49,"entrepreneur","married","university.degree","unknown","yes","no","telephone","may","mon",1042,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
"29829",31,"admin.","single","university.degree","no","yes","yes","cellular","apr","mon",885,5,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"38222",63,"retired","married","high.school","no","no","no","cellular","oct","wed",335,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"yes"
"41039",23,"student","single","high.school","no","yes","no","cellular","oct","mon",226,2,999,1,"failure",-1.1,94.601,-49.5,1.032,4963.6,"yes"
"34316",36,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","thu",558,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"20774",54,"management","married","university.degree","no","no","yes","cellular","aug","wed",990,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"7289",30,"technician","single","university.degree","unknown","yes","no","telephone","may","thu",1109,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
"30006",19,"student","single","unknown","no","yes","yes","cellular","apr","tue",278,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"21716",31,"technician","single","university.degree","no","yes","no","cellular","aug","tue",290,9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"35665",43,"technician","married","professional.course","no","yes","no","cellular","may","mon",618,1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"yes"
"39543",50,"admin.","married","basic.9y","no","yes","no","cellular","apr","thu",717,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes"
"38991",54,"blue-collar","married","high.school","no","no","no","cellular","dec","mon",344,1,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,"yes"
"27718",48,"admin.","married","basic.6y","no","yes","no","telephone","mar","mon",382,2,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes"
"37835",31,"admin.","single","university.degree","no","no","no","cellular","aug","thu",81,1,3,1,"success",-2.9,92.201,-31.4,0.829,5076.2,"yes"
"30024",23,"admin.","single","university.degree","no","no","no","cellular","apr","wed",314,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"12192",40,"blue-collar","married","basic.9y","no","no","yes","telephone","jul","tue",1135,2,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"yes"
"30007",85,"retired","married","basic.4y","unknown","yes","no","cellular","apr","tue",129,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"38328",22,"student","single","high.school","no","no","no","cellular","oct","fri",154,2,999,1,"failure",-3.4,92.431,-26.9,0.739,5017.5,"yes"
"37219",29,"admin.","single","university.degree","no","no","no","cellular","aug","fri",289,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,"yes"
"40978",42,"technician","married","professional.course","no","yes","yes","cellular","oct","mon",509,1,6,1,"success",-1.1,94.601,-49.5,1,4963.6,"yes"
"36945",51,"admin.","single","high.school","no","yes","no","telephone","jul","wed",372,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.085,5076.2,"yes"
"39198",41,"admin.","divorced","university.degree","no","yes","no","cellular","mar","fri",376,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
"16657",51,"admin.","married","basic.9y","unknown","yes","no","cellular","jul","wed",228,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"17265",60,"technician","married","high.school","no","no","no","cellular","jul","fri",590,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"36226",29,"admin.","single","high.school","no","yes","no","cellular","jun","mon",295,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"yes"
"40022",27,"services","single","high.school","no","no","no","cellular","jul","fri",423,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"yes"
"39637",59,"admin.","divorced","basic.4y","no","yes","no","cellular","may","wed",193,1,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"yes"
"34376",35,"technician","married","professional.course","no","yes","no","cellular","may","thu",590,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"40368",47,"admin.","married","university.degree","no","unknown","unknown","cellular","aug","wed",288,1,10,2,"failure",-1.7,94.027,-38.3,0.9,4991.6,"yes"
"24051",33,"entrepreneur","married","university.degree","no","yes","no","telephone","oct","tue",454,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.86,5195.8,"yes"
"37691",74,"retired","married","university.degree","no","yes","yes","cellular","aug","wed",232,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.854,5076.2,"yes"
"30425",25,"unknown","single","university.degree","no","yes","no","telephone","apr","thu",712,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"10035",36,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","thu",614,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes"
"39986",27,"admin.","single","high.school","no","no","no","cellular","jun","tue",421,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes"
"34466",39,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",607,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"39675",68,"retired","married","basic.4y","no","yes","yes","cellular","may","fri",220,1,6,1,"success",-1.8,93.876,-40,0.684,5008.7,"yes"
"29394",45,"housemaid","married","basic.4y","no","yes","no","cellular","apr","mon",158,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"36956",59,"blue-collar","divorced","basic.4y","no","no","no","cellular","jul","thu",367,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,"yes"
"40222",37,"unemployed","single","university.degree","no","yes","yes","cellular","jul","wed",314,1,5,2,"success",-1.7,94.215,-40.3,0.881,4991.6,"yes"
"36364",31,"blue-collar","single","basic.9y","no","yes","yes","cellular","jun","tue",103,1,3,2,"success",-2.9,92.963,-40.8,1.262,5076.2,"yes"
"15196",24,"technician","single","basic.6y","no","yes","no","telephone","jul","thu",1448,7,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
"38706",38,"admin.","married","university.degree","no","no","no","cellular","nov","tue",182,2,7,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"38982",46,"admin.","married","university.degree","no","unknown","unknown","cellular","dec","fri",696,10,999,0,"nonexistent",-3,92.713,-33,0.718,5023.5,"yes"
"18148",52,"admin.","married","basic.9y","no","no","no","cellular","jul","wed",1171,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"39693",74,"retired","divorced","university.degree","no","yes","no","cellular","may","tue",387,1,999,0,"nonexistent",-1.8,93.876,-40,0.688,5008.7,"yes"
"18457",35,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu",574,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes"
"13733",40,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu",724,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"40774",34,"technician","single","university.degree","no","no","yes","telephone","sep","fri",231,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
"39170",34,"technician","single","university.degree","no","no","no","cellular","mar","thu",251,1,999,2,"failure",-1.8,93.369,-34.8,0.654,5008.7,"yes"
"2317",35,"admin.","single","high.school","no","yes","yes","telephone","may","tue",618,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
"37738",61,"retired","married","basic.4y","no","yes","yes","cellular","aug","fri",374,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"yes"
"40961",37,"admin.","single","high.school","no","no","no","cellular","oct","thu",509,1,999,0,"nonexistent",-1.1,94.601,-49.5,0.987,4963.6,"yes"
"40194",49,"technician","divorced","professional.course","no","yes","no","cellular","jul","mon",253,3,15,1,"success",-1.7,94.215,-40.3,0.87,4991.6,"yes"
"35118",43,"management","married","university.degree","no","yes","no","cellular","may","fri",663,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
"40576",81,"retired","divorced","basic.4y","no","no","no","cellular","sep","wed",532,2,7,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"yes"
"26042",30,"technician","single","professional.course","no","no","no","cellular","nov","wed",757,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"15191",49,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","thu",626,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
"30556",51,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",601,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
"24120",35,"technician","single","professional.course","no","yes","no","telephone","nov","fri",160,1,999,0,"nonexistent",-0.1,93.2,-42,4.223,5195.8,"yes"
"36935",36,"entrepreneur","single","basic.4y","no","no","no","cellular","jun","tue",185,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,"yes"
"29353",39,"management","single","university.degree","no","yes","no","cellular","apr","fri",271,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"35970",42,"technician","married","professional.course","no","no","no","cellular","may","mon",377,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"40150",78,"retired","married","unknown","no","yes","no","cellular","jul","wed",87,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.84,4991.6,"yes"
"29167",45,"services","single","unknown","no","no","no","cellular","apr","fri",345,1,6,1,"success",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"9706",38,"technician","married","professional.course","no","yes","no","telephone","jun","mon",952,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes"
"11948",30,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","mon",662,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes"
"41165",54,"admin.","married","professional.course","no","no","no","cellular","nov","tue",1868,2,10,1,"success",-1.1,94.767,-50.8,1.035,4963.6,"yes"
"39480",85,"housemaid","married","basic.4y","unknown","yes","no","cellular","apr","tue",462,1,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"yes"
"40767",34,"technician","single","university.degree","no","yes","no","cellular","sep","fri",294,4,10,3,"success",-1.1,94.199,-37.5,0.879,4963.6,"yes"
"40217",66,"housemaid","married","basic.4y","no","no","no","telephone","jul","tue",1008,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.876,4991.6,"yes"
"4903",56,"entrepreneur","married","university.degree","no","no","yes","telephone","may","wed",1697,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes"
"39380",59,"admin.","divorced","university.degree","no","yes","no","cellular","mar","tue",236,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes"
"38717",38,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",64,1,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"28546",47,"admin.","married","high.school","no","yes","no","cellular","apr","wed",903,2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"yes"
"40411",25,"admin.","single","university.degree","no","no","no","cellular","aug","thu",215,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
"28782",37,"admin.","married","professional.course","no","yes","yes","cellular","apr","thu",700,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
"37855",26,"student","single","university.degree","no","no","yes","cellular","aug","fri",173,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.825,5076.2,"yes"
"38377",30,"services","single","high.school","no","yes","no","cellular","oct","mon",385,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"yes"
"34902",42,"services","married","high.school","no","no","no","cellular","may","fri",551,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"yes"
"40627",35,"admin.","married","high.school","no","no","no","cellular","sep","mon",415,1,999,2,"failure",-1.1,94.199,-37.5,0.882,4963.6,"yes"
"28521",26,"unemployed","single","university.degree","no","yes","no","telephone","apr","tue",300,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
"40158",32,"services","single","unknown","no","no","yes","cellular","jul","thu",415,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.846,4991.6,"yes"
"30059",44,"admin.","married","university.degree","no","no","no","cellular","apr","thu",172,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"yes"
"31183",46,"services","married","basic.9y","no","no","no","cellular","may","wed",984,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"yes"
"38695",24,"unemployed","married","high.school","no","yes","no","cellular","nov","mon",98,1,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"16712",36,"services","divorced","high.school","no","no","no","cellular","jul","wed",532,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"41051",30,"management","married","university.degree","no","no","no","cellular","oct","wed",711,1,999,0,"nonexistent",-1.1,94.601,-49.5,1.043,4963.6,"yes"
"25890",43,"admin.","divorced","university.degree","no","no","no","cellular","nov","wed",1502,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"38510",68,"retired","divorced","professional.course","no","yes","no","cellular","oct","tue",418,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes"
"29981",31,"technician","single","university.degree","no","no","no","telephone","apr","tue",207,17,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"37134",51,"management","married","university.degree","no","yes","no","cellular","aug","tue",249,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"yes"
